20191202T152517.000Z,2331229,726
20191202T155356.000Z,2336167,690
20191202T161543.000Z,2341073,522
20191202T165138.000Z,2345805,587
20191202T191133.000Z,2350610,778
20191203T134112.000Z,2355594,503
20191203T150337.000Z,2360316,457
20191203T212749.000Z,2364984,700
20191204T071409.000Z,2369901,540
20191204T074736.000Z,2374654,532
20191204T075541.000Z,2379403,596
20191204T080040.000Z,2384210,531
20191204T114955.000Z,2388958,606
20191204T115721.000Z,2393953,597
20191204T120652.000Z,2398760,742
20191204T120839.000Z,2403719,820
20191204T121048.000Z,2408750,597
20191204T161154.000Z,2413562,699
20191204T162857.000Z,2718527,625
20191204T163757.000Z,2723373,671
20191204T165020.000Z,2728256,625
20191204T165849.000Z,2733104,466
20191204T180852.000Z,2737784,541
20191204T181104.000Z,2742545,530
20191204T202316.000Z,2747291,587
20191204T205249.000Z,2791521,671
20191205T133123.000Z,2796406,770
20191205T133446.000Z,2801393,662
20191205T163457.000Z,2806266,541
20191205T165606.000Z,2811025,476
20191206T114738.000Z,2815726,503
20191206T135004.000Z,2820545,391
20191206T135004.000Z,2820958,94
20191206T141538.000Z,2825269,345
20191206T143139.000Z,2829836,476
20191206T143713.000Z,2834538,699
20191206T144410.000Z,2839449,793
20191206T154139.000Z,2844459,568
20191207T024745.000Z,2849241,550
20191207T120646.000Z,2854010,541
20191207T152930.000Z,2858765,713
20191207T165238.000Z,2863702,751
20191207T165408.000Z,2868678,662
20191207T173116.000Z,2873557,698
20191207T210240.000Z,2878469,634
20191208T174415.000Z,3183352,783
20191208T200247.000Z,3258345,577
20191209T132433.000Z,3263136,503
20191209T170238.000Z,3268031,484
20191209T174415.000Z,3272741,615
20191211T092754.000Z,3277572,709
20191211T155852.000Z,3282495,690
20191211T181403.000Z,3287401,722
20191212T184842.000Z,3592386,485
20191212T212051.000Z,3897136,597
20191213T152417.000Z,4202022,494
20191213T172404.000Z,4329126,578
20191213T194946.000Z,4333920,568
20191213T212108.000Z,4338704,690
20191213T221630.000Z,4343608,606
20191213T222845.000Z,4348428,474
20191213T233245.000Z,4353118,876
20191214T003038.000Z,4358210,598
20191214T004050.000Z,4363032,612
20191214T012716.000Z,4367870,764
20191214T122018.000Z,4372850,578
20191214T143233.000Z,4377644,596
20191214T172010.000Z,4382458,570
20191214T172036.000Z,4387242,540
20191214T224443.000Z,4391996,588
20191216T163124.000Z,4396798,662
20191216T171224.000Z,4468236,624
20191217T102333.000Z,4473076,710
20191217T180550.000Z,4478012,658
20191217T180708.000Z,4482890,782
20191217T181146.000Z,4487888,854
20191217T181352.000Z,4492972,736
20191217T182604.000Z,4497924,642
20191217T182820.000Z,4502784,652
20191217T193839.000Z,4507652,588
20191217T193953.000Z,4512456,654
20191218T090435.000Z,4517338,522
20191218T164212.000Z,4522078,676
20191218T172855.000Z,4526974,642
20191218T174346.000Z,4532008,400
20191218T175535.000Z,4536624,626
20191218T195320.000Z,4541464,634
20191219T115434.000Z,4546314,504
20191219T133602.000Z,4551032,700
20191219T212125.000Z,4555946,830
20191220T082341.000Z,4861032,596
20191220T171521.000Z,5138164,746
20191220T172702.000Z,5143122,606
20191220T195502.000Z,5147946,638
20191220T224346.000Z,5152812,680
20191220T224806.000Z,5157712,966
20191221T082848.000Z,5162906,932
20191221T093452.000Z,5168054,716
20191221T134635.000Z,5172998,958
20191221T141953.000Z,5178176,696
20191221T144159.000Z,5183100,848
20191221T145639.000Z,5188254,770
20191221T152705.000Z,5193248,614
20191221T153908.000Z,5198080,670
20191221T154852.000Z,5202962,632
20191221T160609.000Z,5207812,708
20191221T161149.000Z,5212734,662
20191221T161706.000Z,5217622,676
20191221T162649.000Z,5222520,848
20191221T171936.000Z,5227584,568
20191221T175739.000Z,5232360,580
20191221T180232.000Z,5237154,522
20191221T181505.000Z,5241888,392
20191221T182027.000Z,5246494,642
20191221T212216.000Z,5251350,558
20191221T222203.000Z,5256122,690
20191222T085453.000Z,5261022,542
20191222T104624.000Z,5265778,550
20191222T110052.000Z,5270540,466
20191222T160335.000Z,5275390,782
20191222T162115.000Z,5280388,614
20191222T185618.000Z,5285214,560
20191222T192420.000Z,5289990,502
20191223T173534.000Z,5294708,558
20191223T194745.000Z,5599520,718
20191224T135212.000Z,5904498,512
20191224T171425.000Z,6209284,560
20191224T175035.000Z,6514096,644
20191224T191833.000Z,6518954,530
20191224T201619.000Z,6523706,438
20191224T222905.000Z,6828404,714
20191225T145247.000Z,6914022,382
20191225T200301.000Z,6918628,522
20191225T204855.000Z,6923378,678
20191225T223844.000Z,6928270,588
20191226T120808.000Z,6933074,456
20191226T140044.000Z,6937746,540
20191226T141159.000Z,6942516,792
20191226T184809.000Z,6947520,476
20191226T215100.000Z,6952216,634
20191227T100454.000Z,6957062,438
20191227T150649.000Z,6961718,744
20191227T164514.000Z,6966678,718
20191227T180151.000Z,6971616,686
20191227T180410.000Z,6976530,764
20191227T181153.000Z,6981514,690
20191227T191919.000Z,6986418,654
20191227T201813.000Z,6991292,648
20191227T212308.000Z,6996162,684
20191227T220355.000Z,7001066,506
20191228T124831.000Z,7005798,764
20191228T153528.000Z,7041360,382
20191228T154734.000Z,7045958,922
20191228T164749.000Z,7051110,410
20191228T200401.000Z,7055910,540
20191228T201803.000Z,7060668,524
20191228T202449.000Z,7065410,682
20191228T212155.000Z,7070306,524
20191228T214019.000Z,7075046,542
20191228T214337.000Z,7079806,578
20191228T214648.000Z,7084602,458
20191228T215153.000Z,7089276,540
20191228T215241.000Z,7094038,782
20191228T220114.000Z,7099038,598
20191228T220602.000Z,7103858,658
20191228T221054.000Z,7108744,540
20191228T222922.000Z,7113508,548
20191228T224747.000Z,7118274,634
20191228T225525.000Z,7123130,542
20191228T230439.000Z,7127886,438
20191228T234111.000Z,7132554,782
20191229T151830.000Z,7137554,438
20191229T182525.000Z,7142210,420
20191229T191529.000Z,7146858,726
20191229T205929.000Z,7151806,418
20191230T065251.000Z,7156442,644
20191230T112848.000Z,7161306,624
20191230T113502.000Z,7166146,568
20191230T204403.000Z,7170954,578
20191231T094524.000Z,7175748,652
20191231T094827.000Z,7180620,522
20191231T095043.000Z,7185360,690
20191231T095215.000Z,7190272,550
20191231T125147.000Z,7195040,458
20191231T125307.000Z,7272274,392
20191231T125907.000Z,7499802,476
20191231T140345.000Z,7504498,522
20191231T142828.000Z,7509246,576
20191231T183846.000Z,7514044,532
20191231T184133.000Z,7622270,448
20191231T184205.000Z,7627014,552
20191231T194204.000Z,7631794,438
20191231T201523.000Z,7636460,504
20191231T225623.000Z,7641186,494
20200101T120534.000Z,7645908,540
20200101T122817.000Z,7650672,494
20200101T130900.000Z,7655394,1114
20200101T140138.000Z,7660720,530
20200101T140612.000Z,7665470,680
20200101T141109.000Z,7670364,596
20200101T142536.000Z,7675176,428
20200101T142836.000Z,7679818,570
20200101T144334.000Z,7684604,456
20200101T145331.000Z,7689274,502
20200101T150413.000Z,7694002,624
20200101T152402.000Z,7698840,474
20200101T152619.000Z,7703530,458
20200101T153003.000Z,7708206,522
20200101T153424.000Z,7712944,690
20200101T160616.000Z,7717846,792
20200101T190048.000Z,7722854,496
20200101T211428.000Z,7727562,682
20200101T212811.000Z,7732460,732
20200101T214606.000Z,7737416,568
20200102T154749.000Z,7742196,382
20200102T191658.000Z,7746792,652
20200102T210255.000Z,7751658,588
20200104T104454.000Z,7562,262
20200104T105721.000Z,312072,503
20200104T113024.000Z,316797,401
20200104T142403.000Z,321414,457
20200104T151502.000Z,626307,540
20200104T172307.000Z,631070,428
20200104T184004.000Z,657982,457
20200105T134206.000Z,662668,486
20200105T155009.000Z,667558,560
20200105T155426.000Z,672346,485
20200105T164413.000Z,677060,605
20200105T165647.000Z,681882,578
20200105T220552.000Z,686678,651
20200106T083913.000Z,691545,569
20200106T084654.000Z,696334,466
20200106T094207.000Z,701018,633
20200106T100053.000Z,705873,680
20200106T100107.000Z,710769,541
20200106T103142.000Z,715530,550
20200106T133619.000Z,720297,540
20200106T171906.000Z,725059,754
20200106T172216.000Z,730031,578
20200106T172602.000Z,734829,522
20200106T173151.000Z,739567,559
20200106T192823.000Z,744346,662
20200106T214009.000Z,749224,616
20200106T224629.000Z,754061,541
20200107T134858.000Z,758831,592
20200107T234601.000Z,763650,513
20200108T090654.000Z,845449,391
20200108T124123.000Z,850071,494
20200108T150818.000Z,854794,661
20200108T160111.000Z,859679,652
20200108T165602.000Z,864550,512
20200108T171614.000Z,869286,392
20200108T213839.000Z,873908,513
20200109T182629.000Z,878656,457
20200110T065306.000Z,883342,429
20200110T091638.000Z,888003,364
20200110T214348.000Z,892596,671
20200111T104835.000Z,897488,513
20200111T182043.000Z,1202271,336
20200113T085834.000Z,1506877,667
20200113T112922.000Z,1811991,513
20200113T150924.000Z,2056847,680
20200113T195420.000Z,2061922,484
20200114T093647.000Z,2066617,532
20200114T163128.000Z,2071356,634
20200114T164137.000Z,2076199,503
20200114T194901.000Z,2080910,578
20200114T215044.000Z,2085697,607
20200115T113301.000Z,2090510,513
20200115T130606.000Z,2095244,429
20200115T171923.000Z,2099882,615
20200115T204703.000Z,2104709,708
20200116T074543.000Z,2109624,662
20200116T153117.000Z,2114498,625
20200116T162023.000Z,2163221,615
20200116T184032.000Z,2168047,941
20200116T184039.000Z,2173207,150
20200116T195006.000Z,2177568,615
20200116T210202.000Z,2182393,606
20200116T213639.000Z,2187209,783
20200117T082347.000Z,2192200,495
20200117T093245.000Z,2196907,568
20200117T094029.000Z,2201684,476
20200117T094708.000Z,2206373,615
20200117T111447.000Z,2211199,540
20200117T113524.000Z,2215954,597
20200117T113740.000Z,2220762,560
20200117T114146.000Z,2225535,588
20200117T122925.000Z,2230335,391
20200117T125159.000Z,2234941,559
20200117T134036.000Z,2239710,457
20200117T140129.000Z,2244390,512
20200117T162404.000Z,2249114,346
20200117T162405.000Z,2249481,10
20200117T170613.000Z,2253707,513
20200117T171856.000Z,2258433,568
20200117T185544.000Z,2263215,736
20200117T200105.000Z,2268336,48
20200117T200107.000Z,2270021,536
20200117T203538.000Z,2274770,484
20200117T212019.000Z,2279468,178
20200117T212019.000Z,2279666,11
20200117T212019.000Z,2279699,11
20200117T212019.000Z,2279763,11
20200117T212019.000Z,2279795,469
20200117T212622.000Z,2284483,634
20200117T213401.000Z,2289331,738
20200117T215219.000Z,2294280,708
20200117T222335.000Z,2299203,723
20200118T074333.000Z,2304138,523
20200118T094123.000Z,2308876,419
20200118T121140.000Z,2313535,10
20200118T121140.000Z,2313565,369
20200118T121141.000Z,2313956,10
20200118T121141.000Z,2313988,10
20200118T121141.000Z,2314019,11
20200118T121141.000Z,2314052,29
20200118T121141.000Z,2314130,10
20200118T134720.000Z,2318366,504
20200118T143959.000Z,2323096,662
20200118T160506.000Z,2327974,726
20200118T160753.000Z,2332913,928
20200118T162727.000Z,2338058,791
20200118T164932.000Z,2343062,690
20200118T201452.000Z,2347969,788
20200119T183715.000Z,2352973,708
20200119T190211.000Z,2397680,606
20200119T201557.000Z,2402502,857
20200120T113300.000Z,2407570,550
20200120T113452.000Z,2412333,624
20200120T114243.000Z,2417167,419
20200120T131225.000Z,2421800,746
20200120T134752.000Z,2426759,579
20200120T152108.000Z,2431722,569
20200120T155002.000Z,2436506,677
20200120T162429.000Z,2441398,548
20200120T214402.000Z,2446164,623
20200120T232318.000Z,2451001,745
20200121T085528.000Z,2455961,634
20200121T145534.000Z,2460805,531
20200122T094216.000Z,2465550,700
20200122T165435.000Z,2470464,606
20200123T113947.000Z,2475296,648
20200123T170708.000Z,2780205,644
20200123T172226.000Z,2809337,605
20200123T173122.000Z,2814156,540
20200124T141721.000Z,2818910,634
20200124T153736.000Z,2823758,615
20200124T165722.000Z,2828585,634
20200124T173842.000Z,2833433,718
20200124T181231.000Z,2838363,522
20200124T181232.000Z,2838907,10
20200124T190032.000Z,2843136,686
20200124T203505.000Z,2848048,691
20200124T205730.000Z,2852953,764
20200124T213605.000Z,2857931,578
20200124T213648.000Z,2862746,714
20200125T090158.000Z,2867684,651
20200125T092438.000Z,2872552,625
20200125T094032.000Z,2877391,587
20200125T094126.000Z,2882193,642
20200125T094734.000Z,2887049,578
20200125T120348.000Z,2891843,625
20200125T120443.000Z,2896683,625
20200125T121143.000Z,2901526,439
20200125T132412.000Z,2906181,514
20200125T134118.000Z,2910911,718
20200125T172446.000Z,2915844,597
20200125T175320.000Z,2920824,629
20200125T203211.000Z,2925671,686
20200125T214929.000Z,2930575,606
20200125T215347.000Z,2935392,700
20200125T220138.000Z,2940302,652
20200125T223543.000Z,2945170,671
20200126T102252.000Z,2950052,541
20200126T105207.000Z,2954804,715
20200126T124732.000Z,2959725,503
20200126T134050.000Z,2964444,523
20200126T150827.000Z,2969179,676
20200126T151113.000Z,2974065,602
20200126T152901.000Z,2978878,677
20200126T153817.000Z,2983772,756
20200126T154256.000Z,2988741,596
20200126T161132.000Z,2993554,522
20200126T162730.000Z,2998289,605
20200126T163900.000Z,3003110,616
20200126T172832.000Z,3007954,825
20200126T213533.000Z,3313038,11
20200126T213533.000Z,3313112,661
20200126T214052.000Z,3617291,773
20200127T131616.000Z,3622283,475
20200127T151536.000Z,3927026,625
20200127T152831.000Z,3931873,569
20200127T162100.000Z,4236740,708
20200127T164221.000Z,4241672,798
20200127T164631.000Z,4246690,402
20200127T203250.000Z,4251314,690
20200127T210627.000Z,4556266,614
20200127T213226.000Z,4561106,810
20200127T222407.000Z,4566134,532
20200128T074908.000Z,4570888,670
20200128T095322.000Z,4624364,774
20200128T100021.000Z,4629354,540
20200128T113519.000Z,4634290,642
20200128T115712.000Z,4639152,540
20200128T150518.000Z,4643908,494
20200128T170325.000Z,4648624,624
20200128T170337.000Z,4653468,614
20200128T174953.000Z,4658304,512
20200128T201052.000Z,4663034,956
20200128T202923.000Z,4668220,700
20200128T204541.000Z,4673136,726
20200128T204742.000Z,4678084,788
20200128T210524.000Z,4683090,830
20200128T211022.000Z,4688140,690
20200129T105157.000Z,4693048,532
20200129T113806.000Z,4697800,560
20200129T115055.000Z,4702580,788
20200129T131207.000Z,4707600,586
20200129T170430.000Z,4712406,530
20200129T172800.000Z,4717158,820
20200129T185937.000Z,4722196,698
20200129T195348.000Z,4727116,588
20200129T200411.000Z,4731924,648
20200129T210739.000Z,4736804,784
20200129T213100.000Z,4741806,698
20200129T213831.000Z,4746726,686
20200130T073547.000Z,4751624,658
20200130T090437.000Z,4756514,680
20200130T094616.000Z,4761410,578
20200130T110718.000Z,4766210,568
20200130T111344.000Z,4770996,420
20200130T111910.000Z,4775648,522
20200130T112738.000Z,4780398,532
20200130T113220.000Z,4785160,540
20200130T113343.000Z,4789930,504
20200130T114819.000Z,4794668,440
20200130T115714.000Z,4799336,540
20200130T123521.000Z,4804098,494
20200130T162658.000Z,4808988,588
20200130T181236.000Z,4813792,624
20200130T182453.000Z,4818636,410
20200130T182921.000Z,4823274,578
20200130T194058.000Z,4828074,568
20200130T194221.000Z,4832878,550
20200130T215355.000Z,4837650,746
20200130T215356.000Z,4838418,18
20200130T220136.000Z,4842656,806
20200131T110254.000Z,4847694,596
20200131T124906.000Z,4936190,624
20200131T163750.000Z,4941034,736
20200131T165134.000Z,4945988,596
20200131T182104.000Z,4950806,834
20200131T183805.000Z,4955860,784
20200131T191817.000Z,4960864,616
20200131T193425.000Z,4965700,788
20200131T201853.000Z,4970806,690
20200131T202948.000Z,4975712,840
20200131T204619.000Z,4980768,770
20200131T205932.000Z,4985764,634
20200131T212623.000Z,4990614,512
20200201T105729.000Z,4995342,570
20200201T134906.000Z,5000128,616
20200201T153201.000Z,5004964,662
20200201T190523.000Z,5009842,372
20200202T004034.000Z,5014444,718
20200202T113915.000Z,5019378,410
20200202T133648.000Z,5024008,550
20200202T135951.000Z,5028784,626
20200202T140345.000Z,5033626,672
20200202T140734.000Z,5038514,652
20200202T141527.000Z,5043386,532
20200202T143241.000Z,5048132,692
20200202T165948.000Z,5053042,780
20200202T171351.000Z,5058218,616
20200202T171603.000Z,5063048,672
20200202T172917.000Z,5067938,578
20200202T174125.000Z,5072730,448
20200202T190505.000Z,5077398,502
20200202T200106.000Z,5082118,578
20200202T205607.000Z,5086914,688
20200202T212242.000Z,5091818,560
20200203T203818.000Z,5096596,634
20200203T212505.000Z,5401490,542
20200203T213245.000Z,5406252,588
20200204T141656.000Z,5411062,448
20200204T200528.000Z,5715752,486
20200204T210143.000Z,6020534,326
20200204T210144.000Z,6020884,76
20200204T210144.000Z,6020984,126
20200205T082528.000Z,6025332,456
20200205T084011.000Z,6065486,718
20200205T093438.000Z,6070418,448
20200205T101127.000Z,6075082,596
20200205T111952.000Z,6079894,494
20200205T135309.000Z,6084616,486
20200205T135623.000Z,6089330,420
20200205T143119.000Z,6093978,624
20200205T144650.000Z,6098820,428
20200205T151234.000Z,6103474,300
20200205T151235.000Z,6103796,204
20200205T151616.000Z,6108220,530
20200205T153536.000Z,6112978,540
20200205T154835.000Z,6117738,680
20200205T155225.000Z,6122636,672
20200205T155435.000Z,6127522,598
20200205T155738.000Z,6132338,588
20200205T160024.000Z,6137142,476
20200205T160800.000Z,6141840,466
20200205T161425.000Z,6146698,484
20200205T162514.000Z,6151408,652
20200205T162854.000Z,6156280,530
20200205T163944.000Z,6161024,728
20200205T175029.000Z,6165974,466
20200205T175421.000Z,6170656,514
20200205T181521.000Z,6175388,494
20200205T181724.000Z,6180108,662
20200205T183331.000Z,6184988,642
20200205T190345.000Z,6189848,540
20200205T190532.000Z,6194608,540
20200205T190839.000Z,6199366,624
20200205T195524.000Z,6204210,420
20200205T202802.000Z,6208848,652
20200205T204542.000Z,6213716,524
20200205T212446.000Z,6218456,894
20200205T213059.000Z,6223568,610
20200205T213327.000Z,6228394,582
20200206T081617.000Z,6233192,402
20200206T082722.000Z,6237810,624
20200206T082747.000Z,6242652,626
20200206T083502.000Z,6247494,420
20200206T091825.000Z,6252134,662
20200206T094330.000Z,6257012,588
20200206T103217.000Z,6261820,598
20200206T120918.000Z,6266634,438
20200206T122050.000Z,6271292,392
20200206T130739.000Z,6275900,578
20200206T132135.000Z,6280698,392
20200206T132643.000Z,6285316,542
20200206T133011.000Z,6290088,596
20200206T143915.000Z,6294902,634
20200206T144155.000Z,6299754,410
20200206T144715.000Z,6304392,540
20200206T151503.000Z,6309152,418
20200206T152143.000Z,6313790,438
20200206T153036.000Z,6318632,512
20200206T154009.000Z,6323374,402
20200206T162309.000Z,6328002,504
20200206T162753.000Z,6332734,372
20200206T164246.000Z,6337320,468
20200206T164606.000Z,6342016,484
20200206T165802.000Z,6346728,420
20200206T172157.000Z,6351378,606
20200206T180243.000Z,6356204,670
20200206T181559.000Z,6361094,346
20200206T183749.000Z,6365668,382
20200206T183906.000Z,6370280,420
20200206T184819.000Z,6374928,616
20200206T185216.000Z,6379762,588
20200206T190141.000Z,6384566,484
20200206T195156.000Z,6389272,522
20200206T195934.000Z,6394024,520
20200206T203545.000Z,6398864,476
20200206T204919.000Z,6403568,774
20200206T205354.000Z,6408566,606
20200206T210533.000Z,6413392,754
20200206T210837.000Z,6418370,760
20200206T212505.000Z,6423358,690
20200206T213404.000Z,6428268,624
20200206T213458.000Z,6433110,578
20200206T214905.000Z,6437908,672
20200206T215347.000Z,6442796,742
20200206T220430.000Z,6447764,806
20200206T220431.000Z,6448592,10
20200206T220836.000Z,6452834,756
20200206T221424.000Z,6457812,726
20200207T080656.000Z,6462758,606
20200207T082245.000Z,6467586,596
20200207T084301.000Z,6472400,678
20200207T085124.000Z,6477310,428
20200207T085306.000Z,6482138,746
20200207T085644.000Z,6487102,550
20200207T085946.000Z,6491874,570
20200207T092612.000Z,6496664,588
20200207T102422.000Z,6501474,548
20200207T102909.000Z,6506242,392
20200207T110831.000Z,6510864,522
20200207T113503.000Z,6515616,588
20200207T113634.000Z,6520426,344
20200207T121824.000Z,6525000,568
20200207T121951.000Z,6529792,736
20200207T124255.000Z,6534748,532
20200207T124811.000Z,6539502,420
20200207T130021.000Z,6544150,328
20200207T130503.000Z,6548698,476
20200207T131842.000Z,6553404,364
20200207T140632.000Z,6558000,382
20200207T150211.000Z,6562614,476
20200207T150616.000Z,6567322,634
20200207T152743.000Z,6572172,558
20200207T153559.000Z,6576954,614
20200207T161409.000Z,6581788,774
20200207T161536.000Z,6586786,624
20200207T161731.000Z,6591630,722
20200207T161904.000Z,6596576,568
20200207T162453.000Z,6601364,736
20200207T163344.000Z,6606324,606
20200207T175909.000Z,6611152,382
20200207T180423.000Z,6615756,624
20200207T182052.000Z,6620596,562
20200207T185301.000Z,6625380,588
20200207T191146.000Z,6630186,456
20200207T191548.000Z,6634876,532
20200207T191844.000Z,6639638,662
20200207T192350.000Z,6644524,1160
20200207T193401.000Z,6650082,486
20200207T193402.000Z,6650600,110
20200207T194520.000Z,6654932,670
20200207T201232.000Z,6659824,928
20200207T201545.000Z,6664972,542
20200207T204430.000Z,6669746,680
20200207T204941.000Z,6674644,672
20200207T205556.000Z,6679536,792
20200207T211430.000Z,6684556,770
20200207T213441.000Z,6689558,644
20200207T213934.000Z,6694436,606
20200207T220945.000Z,6699264,448
20200207T231008.000Z,6734,482
20200207T231214.000Z,113537,420
20200208T080531.000Z,118180,550
20200208T084007.000Z,122956,559
20200208T090801.000Z,127741,597
20200208T090833.000Z,132566,634
20200208T102212.000Z,137414,336
20200208T103024.000Z,141975,522
20200208T103719.000Z,146721,886
20200208T104059.000Z,151823,466
20200208T105606.000Z,156502,737
20200208T110757.000Z,161456,476
20200208T113104.000Z,166146,504
20200208T113233.000Z,170865,550
20200208T114119.000Z,175640,782
20200208T115331.000Z,180638,606
20200208T123033.000Z,185457,540
20200208T130029.000Z,190213,587
20200208T130123.000Z,195013,662
20200208T130302.000Z,199890,484
20200208T130522.000Z,204601,578
20200208T130906.000Z,209404,522
20200208T131510.000Z,214150,559
20200208T133650.000Z,218937,513
20200208T134507.000Z,223849,513
20200208T134815.000Z,228586,559
20200208T134946.000Z,233371,449
20200208T135104.000Z,238035,466
20200208T135406.000Z,242727,568
20200208T135509.000Z,247511,587
20200208T135615.000Z,252325,568
20200208T135943.000Z,257118,633
20200208T141303.000Z,261971,727
20200208T143004.000Z,266914,605
20200208T145358.000Z,271736,522
20200208T150118.000Z,276475,708
20200208T150622.000Z,281399,578
20200208T151015.000Z,286192,671
20200208T151915.000Z,291080,755
20200208T152101.000Z,296050,615
20200208T152232.000Z,300880,644
20200208T152622.000Z,305739,751
20200208T154503.000Z,310718,559
20200208T154811.000Z,315502,801
20200208T155603.000Z,320521,699
20200208T160247.000Z,325437,760
20200208T160754.000Z,330421,751
20200208T162117.000Z,335399,578
20200208T162304.000Z,340205,671
20200208T163208.000Z,345093,708
20200208T164246.000Z,350020,820
20200208T164728.000Z,355057,714
20200208T165627.000Z,360002,605
20200208T170334.000Z,364835,494
20200208T171012.000Z,369557,485
20200208T171800.000Z,374265,625
20200208T174331.000Z,379106,607
20200208T175112.000Z,383929,522
20200208T183528.000Z,388671,857
20200208T184304.000Z,393745,662
20200208T184914.000Z,398624,709
20200208T184957.000Z,403737,457
20200208T185725.000Z,408409,597
20200208T185931.000Z,413222,550
20200208T190656.000Z,417988,643
20200208T191908.000Z,422849,606
20200208T192243.000Z,427670,853
20200208T192846.000Z,432746,630
20200208T193354.000Z,437604,727
20200208T193748.000Z,442548,839
20200208T194709.000Z,447604,983
20200208T194947.000Z,452814,671
20200208T195150.000Z,457699,765
20200208T200154.000Z,462682,541
20200208T200656.000Z,467439,829
20200208T201420.000Z,472489,807
20200208T211231.000Z,477522,718
20200208T211757.000Z,482457,717
20200208T215039.000Z,487391,736
20200208T215228.000Z,492434,696
20200208T222941.000Z,497349,1077
20200208T224727.000Z,502655,718
20200209T062931.000Z,507591,429
20200209T064229.000Z,512252,522
20200209T065035.000Z,517001,531
20200209T070538.000Z,521762,569
20200209T081008.000Z,526559,429
20200209T084522.000Z,531216,439
20200209T090458.000Z,535881,643
20200209T092735.000Z,540744,550
20200209T093038.000Z,545522,448
20200209T094956.000Z,550190,774
20200209T100010.000Z,555180,900
20200209T100339.000Z,560311,773
20200209T100510.000Z,565299,821
20200209T102047.000Z,570338,789
20200209T102809.000Z,575355,653
20200209T104607.000Z,580228,475
20200209T105438.000Z,585014,540
20200209T105447.000Z,589781,578
20200209T115454.000Z,594587,717
20200209T120942.000Z,599522,680
20200209T121332.000Z,604420,1095
20200209T123226.000Z,609742,513
20200209T124454.000Z,614482,652
20200209T125305.000Z,619349,754
20200209T130450.000Z,624321,597
20200209T130902.000Z,629134,774
20200209T152940.000Z,634125,513
20200209T154302.000Z,638854,550
20200209T155856.000Z,643622,1393
20200209T160031.000Z,649241,531
